start_time,end_time,instrument_label
0.2322,3.1115,dizi
1.8576,58.1428,guzheng
15.5109,18.5760,liuqin
2.3220,8.2663,liuqin
2.3684,11.4242,erhu
2.3684,58.7929,yangqin
20.8051,24.8918,erhu
21.5017,30.7897,dizi
22.1518,27.7711,liuqin
29.4893,40.4492,erhu
3.6688,5.4335,dizi
30.9754,39.9848,liuqin
39.3810,40.8207,dizi
41.0529,42.9105,liuqin
41.5637,57.7248,erhu
43.9322,50.1087,dizi
44.0715,52.7557,liuqin
5.8514,7.6161,dizi
50.4337,53.4059,dizi
54.7062,57.6319,liuqin
54.7527,57.3533,dizi
8.7771,11.1920,liuqin
